num-db,db,num-tx,num-retries,obj-write,obj-read,meta-write,meta-read
35,14,3927,208,1892,9037,1875,6918
35,15,4011,176,1897,9176,1814,7017
35,16,3829,160,1795,8750,1706,6716
35,17,3969,185,1877,9065,1795,6989
35,18,3934,177,1869,8995,1817,6911
35,19,3990,195,1912,9101,1868,7021
35,20,3983,163,1872,9093,1752,6985
35,21,3941,181,1873,8982,1799,6899
35,22,4053,181,1914,9208,1809,7139
35,23,4053,178,1911,9259,1824,7092
35,24,3969,188,1893,9084,1806,6994
35,25,3969,189,1899,9089,1845,6976
35,26,3955,201,1907,9022,1862,6975
35,27,3983,158,1866,9098,1747,6959
35,28,3990,182,1902,9110,1845,7013
35,29,4032,176,1906,9217,1822,7076
35,30,3948,180,1874,9022,1853,6920
35,31,3885,205,1878,8869,1925,6838
35,32,4109,188,1940,9383,1850,7206
35,33,3920,187,1876,8967,1825,6892
35,34,4060,178,1918,9248,1838,7113
