num-db,db,tx-type,count,duration-ms,tx-per-sec
45,1,weak-read,840,61285.82,13.7063
45,1,write,280,61285.82,4.5688
45,2,strong-read,1650,61285.82,26.9230
45,2,weak-read,825,61285.82,13.4615
45,2,write,275,61285.82,4.4872
45,3,strong-read,1662,61285.82,27.1188
45,3,weak-read,831,61285.82,13.5594
45,3,write,277,61285.82,4.5198
45,4,strong-read,1668,61285.82,27.2167
45,4,weak-read,834,61285.82,13.6084
45,4,write,278,61285.82,4.5361
45,5,strong-read,1674,61285.82,27.3146
45,5,weak-read,837,61285.82,13.6573
45,5,write,279,61285.82,4.5524
45,6,strong-read,1662,61285.82,27.1188
45,6,weak-read,831,61285.82,13.5594
45,6,write,277,61285.82,4.5198
45,7,strong-read,1668,61285.82,27.2167
45,7,weak-read,834,61285.82,13.6084
45,7,write,278,61285.82,4.5361
45,8,strong-read,1632,61285.82,26.6293
45,8,weak-read,816,61285.82,13.3147
45,8,write,272,61285.82,4.4382
45,9,strong-read,1656,61285.82,27.0209
45,9,weak-read,828,61285.82,13.5105
45,9,write,276,61285.82,4.5035
45,10,strong-read,1668,61285.82,27.2167
45,10,weak-read,834,61285.82,13.6084
45,10,write,278,61285.82,4.5361
45,11,strong-read,1656,61285.82,27.0209
45,11,weak-read,828,61285.82,13.5105
45,11,write,276,61285.82,4.5035
45,12,strong-read,1662,61285.82,27.1188
45,12,weak-read,831,61285.82,13.5594
45,12,write,277,61285.82,4.5198
45,13,strong-read,1656,61285.82,27.0209
45,13,weak-read,828,61285.82,13.5105
45,13,write,276,61285.82,4.5035
45,14,strong-read,1638,61285.82,26.7272
45,14,weak-read,819,61285.82,13.3636
45,14,write,273,61285.82,4.4545
45,15,strong-read,1662,61285.82,27.1188
45,15,weak-read,831,61285.82,13.5594
45,15,write,277,61285.82,4.5198
45,16,strong-read,1674,61285.82,27.3146
45,16,weak-read,837,61285.82,13.6573
45,16,write,279,61285.82,4.5524
45,17,strong-read,1638,61285.82,26.7272
45,17,weak-read,819,61285.82,13.3636
45,17,write,273,61285.82,4.4545
45,18,strong-read,1638,61285.82,26.7272
45,18,weak-read,819,61285.82,13.3636
45,18,write,273,61285.82,4.4545
45,19,strong-read,1638,61285.82,26.7272
45,19,weak-read,819,61285.82,13.3636
45,19,write,273,61285.82,4.4545
45,20,strong-read,1644,61285.82,26.8251
45,20,weak-read,822,61285.82,13.4126
45,20,write,274,61285.82,4.4709
45,21,strong-read,1644,61285.82,26.8251
45,21,weak-read,822,61285.82,13.4126
45,21,write,274,61285.82,4.4709
45,22,strong-read,1650,61285.82,26.9230
45,22,weak-read,825,61285.82,13.4615
45,22,write,275,61285.82,4.4872
45,23,strong-read,1650,61285.82,26.9230
45,23,weak-read,825,61285.82,13.4615
45,23,write,275,61285.82,4.4872
45,24,strong-read,1638,61285.82,26.7272
45,24,weak-read,819,61285.82,13.3636
45,24,write,273,61285.82,4.4545
45,25,strong-read,1668,61285.82,27.2167
45,25,weak-read,834,61285.82,13.6084
45,25,write,278,61285.82,4.5361
45,26,strong-read,1620,61285.82,26.4335
45,26,weak-read,810,61285.82,13.2168
45,26,write,270,61285.82,4.4056
45,27,strong-read,1614,61285.82,26.3356
45,27,weak-read,807,61285.82,13.1678
45,27,write,269,61285.82,4.3893
45,28,strong-read,1644,61285.82,26.8251
45,28,weak-read,822,61285.82,13.4126
45,28,write,274,61285.82,4.4709
45,29,strong-read,1686,61285.82,27.5104
45,29,weak-read,843,61285.82,13.7552
45,29,write,281,61285.82,4.5851
45,30,strong-read,1698,61285.82,27.7062
45,30,weak-read,849,61285.82,13.8531
45,30,write,283,61285.82,4.6177
45,31,strong-read,1686,61285.82,27.5104
45,31,weak-read,843,61285.82,13.7552
45,31,write,281,61285.82,4.5851
45,32,strong-read,1662,61285.82,27.1188
45,32,weak-read,831,61285.82,13.5594
45,32,write,277,61285.82,4.5198
45,33,strong-read,1632,61285.82,26.6293
45,33,weak-read,816,61285.82,13.3147
45,33,write,272,61285.82,4.4382
45,34,strong-read,1662,61285.82,27.1188
45,34,weak-read,831,61285.82,13.5594
45,34,write,277,61285.82,4.5198
45,35,strong-read,1668,61285.82,27.2167
45,35,weak-read,834,61285.82,13.6084
45,35,write,278,61285.82,4.5361
45,36,strong-read,1668,61285.82,27.2167
45,36,weak-read,834,61285.82,13.6084
45,36,write,278,61285.82,4.5361
45,37,strong-read,1632,61285.82,26.6293
45,37,weak-read,816,61285.82,13.3147
45,37,write,272,61285.82,4.4382
45,38,strong-read,1662,61285.82,27.1188
45,38,weak-read,831,61285.82,13.5594
45,38,write,277,61285.82,4.5198
45,39,strong-read,1650,61285.82,26.9230
45,39,weak-read,825,61285.82,13.4615
45,39,write,275,61285.82,4.4872
45,40,strong-read,1614,61285.82,26.3356
45,40,weak-read,807,61285.82,13.1678
45,40,write,269,61285.82,4.3893
45,41,strong-read,1650,61285.82,26.9230
45,41,weak-read,825,61285.82,13.4615
45,41,write,275,61285.82,4.4872
45,42,strong-read,1626,61285.82,26.5314
45,42,weak-read,813,61285.82,13.2657
45,42,write,271,61285.82,4.4219
45,43,strong-read,1656,61285.82,27.0209
45,43,weak-read,828,61285.82,13.5105
45,43,write,276,61285.82,4.5035
45,44,strong-read,1650,61285.82,26.9230
